translated_question,subject,translated_choices,answer
STP prosesinin əsas üstünlüyü:,marketing,"['Şirkət resurslarının ən yüksək ROMI vəd edən hədəf bazar seqmentlərinə daha effektiv və səmərəli uyğunlaşdırılması.'
 'Marketinq strategiyaları üçün istiqamət və fokus təmin etməklə şirkətin rəqabət mövqeyinin artırılması.'
 'Yeni müştərilərin, böyümə seqmentlərinin və ya yeni məhsul istifadələrinin müəyyən edilməsi yolu ilə bazarda böyümə imkanlarının tədqiqi və müəyyən edilməsi.'
 'Yuxarıda sadalananların hamısı.']",3
"____________ həm də sponsorluğun bir formasıdır və film/TV istehsalçıları ilə brend menecerləri arasında bir əlaqəni təmsil edir. Bu anlaşma vasitəsilə, brend menecerləri öz brendlərini müəyyən bir məbləğ qarşılığında filmdə və ya əyləncə tədbirində ""təbii"" şəkildə təqdim edə bilirlər. Belə yerləşdirmə, brendin tanınmasını artırmaq, brend haqqında müsbət münasibətlər formalaşdırmaq və bəlkə də satınalma fəaliyyətinə səbəb olmaq məqsədi daşıyır.",marketing,['Brend yerləşdirməsi.' 'Sahə marketinqi.' 'Sərgi.' 'Viral marketinq.'],0
"Marketinqin idarə edilməsi və həyata keçirilməsi rəqəmsal elektron texnologiyalar və kanallar (məsələn, veb, e-poçt, rəqəmsal TV, simsiz media) və istifadəçi/müştəri xüsusiyyətləri və davranışı haqqında rəqəmsal məlumatlar vasitəsilə həyata keçirilir:",marketing,['E-marketing.' 'Sosial marketinq.' 'Rəqəmsal marketinq' 'İnternet marketinq.'],2
"___________, bir veb-saytın strukturu və məzmunu uyğun açar sözlər və axtarış ifadələri istifadə etməklə üzvi axtarış motoru nəticələri səhifələrindəki sıralamasını maksimuma çatdırmaq üçün təkmilləşdirildikdə baş verir.",marketing,"['Ödənişli daxilolma.' 'Axtarış sistemi optimizasiyası.' 'Kontekstual axtarış.'
'Klik başına ödəniş.']",1
"İnternetdən reklam məqsədilə istifadə edən, veb saytın trafikini artırmağa və/və ya məhsul sınağını, alışını və təkrar alış fəaliyyətini təşviq etməyə yönəlmiş marketinq kommunikasiyaları forması adlanır:",marketing,['Axtarış marketinqi.' 'E-poçt marketinqi.' 'İnternet reklamçılığı.' 'Sosial veb marketinq.'],2
"Bu marka siyasəti bütün məhsulların təşkilatın adını tamamilə və ya qismən istifadə etməsini tələb edir, məsələn, Microsoft, Heinz və Kellogg's.",marketing,['Fərdi brendləşdirmə.' 'Ailə brendləşdirməsi.' 'Korporativ brendlər.' 'İstehsalçı brendi.'],1
İnandırıcı kommunikasiya təqdim etmək və auditoriyaların həmin kommunikasiyanı mövcud anlayışlarına uyğunlaşdırmaq üçün onu şərh etmək hərəkəti olaraq adlandırılır:,marketing,['Tələblərin müəyyənləşdirilməsi.' 'Yenilik.' 'Reklam.' 'Çərçivələmə.'],3
"Bir təşkilat standart məhsulları qəbul edilən keyfiyyət səviyyələrində təklif edə bilər, lakin yenə də _____________ qəbul etməklə orta səviyyədən yuxarı mənfəət marjası yarada bilər",marketing,['Xərc liderliyi.' 'Fərqləndirmə.' 'Fokus strategiyası.' 'Bazar izləyici strategiyası.'],0
Aşağıdakılardan hansı marketoloqların rəqəmsal resurslardan istifadə edərkən nəzərə almaları lazım olan məsələlərdən biri deyil?,marketing,['Yurisdiksiya.' 'Açıqlama.' 'Mülkiyyət.' 'İcazələr.'],1
Hansı media növü reklamçılara müəyyən məhsulun istifadəsinin üstünlüklərini nümayiş etdirməyə kömək edir və reklamçının mesajına canlanma və enerji gətirə bilər?,marketing,['Yayım mediası.' 'İnteraktiv media.' 'Çap mediası.' 'Dəstək mediası.'],0
Əlində olan malların davamlı hesabatını aparmaq prosesi ,marketing,['davamlı inventar' 'iqtisadi sifariş miqdarı' 'kitab inventarı' 'fiziki inventar'],0
"Bu, məlumatın ötürülməsi yolu ilə yaranan mənanın paylaşılmasıdır:",marketing,['Kommunikasiya.' 'Səs.' 'Köçürmə.' 'Anlama.'],0
Münasibət marketinqində şirkətlər __________ ilə __________ münasibətlərə diqqət yetirirlər.,marketing,['Qısamüddətli; müştərilər və maraqlı tərəflər.' 'Uzunmüddətli; müştərilər və maraqlı tərəflər.' 'Qısamüddətli; müştərilər.' 'Uzunmüddətli; müştərilər.'],1
Aşağıdakılardan hansı müştərilərin malı və ya xidməti tapmaq imkanını maksimum dərəcədə artırmaq üçün məhsulunuzu və ya xidmətinizi mümkün qədər çox satış nöqtəsində və ya yerdə yerləşdirmək deməkdir?,marketing,['Eksklüziv distribusiya.' 'İntensiv distribusiya.' 'Selektiv distribusiya.' 'Birbaşa distribusiya.'],1
_______________ bir dəyişənin digər dəyişəndə təsirə səbəb olub-olmadığını müəyyən etmək üçün istifadə olunur. Səbəb-nəticə əlaqəsini müəyyən etmək üçün eksperimental və ya uzunmüddətli tədqiqatlar tələb olunur.,marketing,['Etnoqrafik tədqiqat.' 'İstehlakçı münsifləri.' 'Səbəb-nəticə tədqiqatı.' 'Fokus qrupları.'],2
İnsan redaktorları tərəfindən idarə olunan və vebsaytları kateqoriya və alt kateqoriya üzrə təsnif edən informasiya bazası belə adlanır:,marketing,['Axtarış kataloqu.' 'Avtomatlaşdırılmış səs cavabı (AVC).' 'Tətbiqlər.' 'SEO.'],0
Xidmətlər beş fərqli xüsusiyyətlə xarakterizə olunur. Bunlar:,marketing,"['Qeyri-maddi, dəyər, dəyişkənlik, ayrılmazlıq və mülkiyyətin olmaması.'
 'Qeyri-maddi, dəyər, dəyişkənlik, ayrılmazlıq və mənfəətlilik.'
 'Qeyri-maddi, xarab olma, dəyişkənlik, ayrılmazlıq və mülkiyyətin olmaması.'
 'Qeyri-maddi, dəyər, dəyişkənlik, ayrılmazlıq və əlaqə.']",2
"Bir şirkət məhsulunu iki fərqli yerdə iki müxtəlif qiymətə satır. Aşağıdakılardan hansı tədqiqat növü bütün digər marketinq faktorları sabit qalarsa, məhsul üçün optimal qiyməti müəyyən etməkdə ən təsirli olacaq?",marketing,['Təsviri' 'Araşdırıcı' 'Etnoqrafik' 'Səbəb-nəticə'],3
Qiymət rəqabətə nisbətən aşağı təyin edildikdə bazar payını qazanmaq üçün bu strategiya belə adlanır:,marketing,['Premium qiymət.' 'Qiymət skimmingi.' 'İqtisadi qiymət.' 'Penetrasiya qiyməti.'],3
Aşağıdakılardan hansı KSM təşəbbüslərinin inkişaf etdirilməsi üçün əsas deyil?,marketing,"['Korporasiyaların təkliflərini mənfəət əldə etməklə istehsal etməkdən başqa məsuliyyətləri var.'
 'Korporasiyaların yalnız səhmdarlar deyil, daha geniş maraqlı tərəfləri də var.'
 'Korporasiyaların təsiri sadəcə bazar əməliyyatları ilə məhdudlaşır.'
 'Korporasiyalar yalnız iqtisadi dəyərlərə diqqət yetirməklə əhatə olunmayan daha geniş insan dəyərlərinə xidmət edirlər.']",2
"Bu biznesdən-biznesə qiymət təyini yanaşması, uzunmüddətli münasibət qurmaq məqsədilə təklifin qiymətini müştərilərin ehtiyaclarına uyğun təyin etməzdən əvvəl onların tələblərini anlamağa çalışır. Bu, belə adlanır:",marketing,['Coğrafi qiymət müəyyənləşdirmə.' 'Endirimli qiymət müəyyənləşdirmə.' 'Münasibətə əsaslanan qiymət müəyyənləşdirmə.' 'İstifadə dəyərinə görə qiymət müəyyənləşdirmə.'],2
"Bu forma reklam sosial platformalar və sosial oyun vebsaytları və tətbiqlərində, bütün cihaz növlərində yayımlanan reklam kimi tanınır:",marketing,['Mobil marketinq.' 'Sosial media reklamı.' 'İnternet reklamı.' 'E-marketinq.'],1
İkincili məlumatların ilkin məlumatlara nisbətdə iki mühüm üstünlüyü var. Bu üstünlüklər aşağıdakılardır:,marketing,"['Sürətli ekoloji dəyişikliklərə və texniki təkmilləşdirmələrə uyğunlaşma qabiliyyətinə malikdir.'
 'Həmişə mövcud və tamdır.'
 'Nadir hallarda köhnəlir və adətən probleminizin ölçülərinə uyğun gəlir.'
 'Adətən ilkin məlumatlardan daha ucuz toplanır və tapmaq üçün daha az vaxt tələb edir.']",3
"İnternet vasitəsilə fəaliyyət göstərən təşkilatlar, son istifadəçilər də daxil olmaqla kanal iştirakçılarına məlumat vermək məqsədi ilə yaradılan təşkilatlar olaraq adlandırılır:",marketing,['İnformediatorlar.' 'Pərakəndə satıcılar.' 'Universal mağazalar.' 'Topdansatışçılar.'],0
"B2B kontekstində, ___________ böyük təşkilatlarda baş verir, burada müxtəlif şirkət bölmələri arasında əhəmiyyətli daxili əlaqələr, tez-tez milli sərhədləri aşaraq, həyata keçirilir.",marketing,"['Qiymət artımı.' 'Transfer qiymətləri.' 'Nə qədər istəyirsən, o qədər ödə.' 'EVC qiymətləri.']",1
"Bu, bir məhsul və ya xidmətin adətən tamamlayıcı olan digər məhsul və ya xidmətlə birlikdə təklif edildiyi vəziyyətdir:",marketing,['Məhsulun qiymətləndirilməsi.' 'Qiymət fərqləndirilməsi.' 'Təmiz qiymət paketlənməsi.' 'Tək rəqəmli qiymətləndirmə.'],2
"Bu, gələcəkdə bir vaxt təşkilatın potensial fəaliyyətini pozmaq və/və ya azaltmaq ehtimalı olan bir şeydir.",marketing,['Güclü cəhətlər.' 'Zəif cəhətlər.' 'Təhlükə.' 'İmkanlar.'],2
"Yüksək səviyyədə biznes uğursuzluqları və işsizlik olduğu zaman, biznes dövrünün aşağıdakı mərhələlərindən hansında olduğu deyilir?",marketing,['Genişlənmə' 'Zirvə' 'Bərpa' 'Dib'],3
"Bir çox pərakəndə markası təşkilatın adı əsasında tək bir çətir markası qəbul edir. Bu, belə adlandırılır:",marketing,['Ailə markalaşması.' 'Korporativ markalar.' 'Fərdi markalaşma.' 'İstehsalçı markası.'],1
"Müştəri təcrübəsinin həm fərdlər, həm də cəmiyyət üçün əhəmiyyəti və dəyəri belə adlandırılır:",marketing,['Bilik iqtisadiyyatı.' 'Xidmət iqtisadiyyatı.' 'Təcrübə iqtisadiyyatı.' 'Müştəri iqtisadiyyatı.'],2
"________________alış qərarının qəbul edilməsində alıcının yüksək səviyyədə iştirakını əks etdirir. Bu qərarlarda yüksək dərəcədə qəbul edilən risk mövcuddur, buna görə də istehlakçılar son qərarı vermək üçün çox vaxt, diqqət və enerji sərf edirlər.",marketing,['Davamlı mallar.' 'Davamlı olmayan mallar.' 'Rahatlıq məhsulları.' 'Xidmətlər.'],0
"____________ rəqəmsal marketinqin bir formasıdır və sosial veb və sosial media (məsələn, sosial şəbəkələr, onlayn icmalar, bloqlar və ya vikilər) və ya hər hansı bir onlayn əməkdaşlıq texnologiyasından marketinq fəaliyyətləri üçün istifadəni təsvir edir, istər satış, ictimai əlaqələr, tədqiqat, paylama və ya müştəri xidməti olsun.",marketing,['Klik başına ödəniş (PPC)' 'Rəqəmsal aktivlərin optimizasiyası (DAO)' 'Sosial media marketinqi (SMM)' 'Axtarış motorunun optimizasiyası (SEO)'],2
"Qeyri-elastik tələbat meydana gəlir ki,",marketing,"['tələb olunan miqdar qiymət dəyişdikcə çox dəyişir'
 'tələb olunan miqdar qiymət dəyişikliyi ilə demək olar ki, dəyişmir'
 'tələb olunan miqdardakı dəyişiklik qiymət dəyişikliyi ilə eyni nisbətdədir'
 'tələb əyrisi və təklif əyrisi müəyyən bir qiymət nöqtəsində kəsişir']",1
"Bir şəxs öz ehtiyaclarını ən əsas səviyyədə ödəməyə çalışırsa, Maslou ehtiyaclar iyerarxiyasının ""ehtiyac"" adlanan səviyyəsində fəaliyyət göstərir:",marketing,['Özünügerçəkləşdirmə.' 'Hörmət.' 'Fizioloji ehtiyaclar.' 'Mənsubluq.'],2
"Adopsiya prosesinin __________ mərhələsində, innovasiya ilk dəfə sınaqdan keçirilir. Satış təşviqatları tez-tez nümunələr kimi istifadə olunur ki, fərdlər məhsulu heç bir risk olmadan sınaqdan keçirsinlər. Fərdlər innovasiyanı sınaq təcrübələrinə əsaslanaraq qəbul edir və ya rədd edirlər.",marketing,['Bilik.' 'Tətbiq.' 'Təlqin.' 'Qərar.'],1
Hansı texnika əvvəlki tədqiqat məqsədləri üçün toplanmış məlumatları cari tədqiqat vəziyyəti üçün toplamaq üçün istifadə olunur?,marketing,['Birincil tədqiqat.' 'İkincil tədqiqat.' 'Birincil və ikincil.' 'Birincil və masaüstü tədqiqat.'],1
"Mövcud davranış dəyişiklikləri aydın şəkildə göstərir ki, ______ istehlakçıların onlayn axtarışlarının daha çox hissəsini ələ keçirir.",marketing,['Sosial media.' 'Mobil.' 'İnternet.' 'Bloq.'],1
"Qatar, təyyarə havaya qalxdıqdan və ya film başladıqdan sonra, həmin yerlər itirilir və bir daha satıla bilməz. Bu, belə adlandırılır:",marketing,['Ayrılmazlıq.' 'Dəyişkənlik.' 'Qeyri-maddi.' 'Fani olma.'],3
"Qatar operatoru müştərilərin rahat oturacaq istəklərini başa düşsə də, hər marşrutda gözlənilən sərnişin sayına nisbətən neçə oturacaq təmin edilməli olduğunu dəqiq göstərmir. Bu, bir nümunədir:",marketing,"['GAP 2-idarəetmə qavrayışı ilə xidmət keyfiyyəti tələbləri arasındakı boşluq.'
 'GAP1-müştərinin gözləntiləri ilə idarəetmə qavrayışı arasındakı boşluq.'
 'GAP 3-xidmət keyfiyyəti tələbləri ilə xidmətin təqdim edilməsi arasındakı boşluq.'
 'GAP 4-xidmətin təqdim edilməsi ilə xarici kommunikasiyalar arasındakı boşluq.']",0
"Bu, kommunikasiya prosesinin bir hissəsidir və alıcıların verdiyi cavablara aiddir:",marketing,['Kodlama.' 'Dekodlama.' 'Transfer.' 'Əlaqə.'],3
İqtisadi—marketinq qısamüddətli iqtisadi inkişafdan çox uzunmüddətli iqtisadi inkişafı təşviq etməlidir.,marketing,"['Ekoloji, təkamül, və iqtisadi'
 'Ekoloji, ədalətli, və iqtisadi'
 'Təkamül, ədalətli, və iqtisadi.'
 'Ekoloji, ədalətli, və yaranan.']",1
"Fərdlər ətraf mühitə tamamilə daxil olur və aktiv şəkildə iştirak edərək ətraf mühitdəki faktiki performanslara və ya hadisələrə təsir göstərirlər. Bu, belə adlanır:",marketing,['Təhsil sahəsi.' 'Qaçış sahəsi.' 'Estetik sahə.' 'Əyləncə sahəsi.'],1
"Bu, müştərilər, potensial müştərilər və digər mühüm maraqlı tərəflərlə şəxsi və vasitəçi olmayan ünsiyyəti yaratmaq və saxlamaq üçün qeyri-şəxsi mediadan istifadə edən bir marketinq ünsiyyət vasitəsidir.",marketing,['Birbaşa marketinq.' 'Reklam.' 'İctimaiyyətlə əlaqələr.' 'Satış təşviqi.'],0
"İddia edilib ki, münasibət etibarının inkişafından əldə olunan üç əsas nəticə məmnunluq, ___________ və davamlılıqdır (Pavlou, 2002).",marketing,['Azaldılmış qavranılan risk.' 'Xidmətin bərpası.' 'Xidmət prosesləri.' 'Effektivlik.'],0
Ailə həyat dövrü:,marketing,"['Psixoqrafik seqmentləşdirməni tətbiq etmə üsuludur.'
 'Ailə quruluşunun formalaşması və dağılması prosesinə aiddir.'
 'Yaş, peşə, gəlir və yaşayış yeri arasındakı əlaqələrə dair anlayışlar verir.'
 'Körpəlikdən təqaüdə qədər şəxsi inkişafın 11 mərhələsindən ibarətdir.']",1
bu tam xidmət göstərən,marketing,['Konsultant.' 'Sahə agentliyi.' 'Tam xidmət agentliyi.' 'Cədvəl agentliyi.'],2
"Bir şirkət satış mesajını, reklam mesajını və promosyon mövzusunu müəyyən bir bazar sektorunun mal və ya xidməti rəqabətlə müqayisədə necə qəbul etdiyini təsir etmək üçün qurur. Şirkət əsasən məşğuldur",marketing,['seqmentasiya' 'kütləvi fərdiləşdirmə' 'konsentrasiyalı hədəfləmə' 'mövqeləndirmə'],3
"Bu qiymətqoyma yanaşmasında, qiymətqoyma prosesi məhsul təklifinin dəyəri ilə deyil, müştəri ilə başlayır:",marketing,"['Dəyər əsaslı qiymət.' 'Maya dəyəri əsaslı qiymət.' 'Müştəri yönümlü qiymət.'
 'Satış qiyməti.']",0
___________ müştərinin alacağı xidmətlə bağlı gözləntilərinin onların real xidmət qarşılaşması ilə bağlı qavrayışını formalaşdıracağı ideyasına əsaslanır.,marketing,['Xidmət keyfiyyəti.' 'Xidmət tədbiri.' 'Xidmətin bərpası.' 'Xidmət məmnuniyyəti.'],0
İlk dəfə xüsusi olaraq marketinq tədqiqatı üçün toplanan məlumatlar adlanır:,marketing,['İkincil tədqiqat.' 'Birincil tədqiqat.' 'Yumşaq tədqiqat.' 'Eksperimental tədqiqat.'],1
"Bura telefon nömrələri, veb sayt ünvanları, elektron poçt və poçt ünvanları kimi 'cavaba çağırış' mexanizmlərini ehtiva edən reklamlar daxildir:",marketing,['Birbaşa cavab reklamçılığı.' 'Satış təşviqləri.' 'Kütləvi informasiya vasitələri ilə reklam.' 'İctimaiyyətlə əlaqələr.'],0
Aşağıdakılardan hansı xarici marketinq mühitinin bir hissəsi deyil?,marketing,['Siyasi.' 'Hüquqi.' 'Məhsul.' 'Sosiomədəni.'],2
 Mübadilənin baş verməsi üçün: ,marketing,['Mürəkkəb ictimai sistem iştirak etməlidir.' 'Təşkil olunmuş marketinq fəaliyyəti də baş verməlidir.' 'Mənfəət yönümlü təşkilat iştirak etməlidir.' 'Hər bir tərəfin digər tərəf üçün dəyərli bir şeyi olmalıdır.'],3
"Paylama şəbəkəsində ardıcıl üzvlər arasında, məsələn, istehsalçılar, distribyutorlar və pərakəndə satıcılar arasında müəyyən çeşidin saxlanılması və ya qiymət artımları kimi məsələlərdə yaranan münaqişə belə adlanır:",marketing,['Kanal münaqişəsi.' 'Üfüqi münaqişə.' 'Şaquli münaqişə.' 'Təchizat zənciri münaqişəsi.'],2
Aşağıdakıların hansısı xərcəsaslı qiymətqoymanın nümunəsidir?,marketing,"'Qiyməti müştərinin ödəməyə hazır olduğu məbləğə əsaslandırmaq'
'Qiyməti müştərinin psixoloji gözləntilərinə əsaslandırmaq'
'Qiyməti məhsulun xüsusiyyətləri və üstünlüklərinə əsaslandırmaq'
'Qiyməti istehsalın tam dəyəri və tələb olunan mənfəətə əsaslandırmaq'",3
Marketinq mütəxəssislərinin etnik qrupların əhəmiyyətini tanımasının nəticələrindən hansının adətən müşahidə edilməməsi?,marketing,"['Fərqləndirilməmiş bir ölçü-hamıya uyğun marketinq strategiyasının tətbiqi.'
 'Reklamın, xüsusilə də xarici dillərin istifadəsinin hədəf etnik bazara uyğunlaşdırılması.'
 'Müəyyən qrupun istəklərinə cavab verən məhsul təkliflərində dəyişikliklər.'
 'Bazar seqmentlərini müəyyən etmək üçün etnik alış-veriş vərdişlərinin öyrənilməsi.']",0
"_______________, zaman keçdikcə mühitimizə nisbətən sabit bir şəkildə necə reaksiya verdiyimizi müəyyən edən psixikamızın bir aspekti kimi müəyyən edilə bilər.",marketing,['Qavrayış.' 'Şəxsiyyət.' 'Öyrənmə.' 'Yaddaş.'],1
"Adətən xarici marketinq mühitini təşkil edən altı ölçü bunların hamısını əhatə edir, lakin aşağıdakılar istisna olmaqla:",marketing,['Siyasi mülahizələr.' 'Qlobal amillər.' 'Sosiomədəni aspektlər.' 'İqtisadi məsələlər.'],1
