question,subject,choices,answer,translated_question,translated_choices
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0, Aşağıdakı ifadələrdən hansı yanlışdır?," Nürnberq və Tokio müharibə cinayətləri məhkəmələri Birinci Dünya Müharibəsindən dərhal sonra baş verdi,  ""Müharibə cinayətləri məhkəmələrində insanlığa qarşı cinayət cinayət kimi təqdim edildi"",  Müharibə cinayətləri məhkəmələri, müharibə cinayətləri və insanlığa qarşı cinayətlər kimi əməllər üçün hüquqi məsuliyyət daşıyan şəxsləri tutdu.,  Müharibə cinayətləri məhkəmələrində ""ən yüksək əmrlər""in müharibə cinayətləri və ya insanlığa qarşı cinayətlər üçün müdafiə kimi istifadə edilə bilməyəcəyi müəyyən edildi"
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2, Hansı dövlət açıq dənizlərdəki gəmilər üzərində yurisdiksiyanı həyata keçirir?," Bütün dövlətlər açıq dənizdəki xarici gəmilər üzərində yurisdiksiyanı həyata keçirə bilərlər.,  Dövlətlər yalnız onları əhatə edən cinayətkar fəaliyyət hallarında açıq dənizdəki xarici gəmilər üzərində yurisdiksiyanı həyata keçirə bilərlər.,  Bayraq dövləti, piratlıq kimi xüsusi hallar istisna olmaqla, açıq dənizlərdəki gəmiləri üzərində müstəsna yurisdiksiyanı həyata keçirməlidir.,  Bayraq dövləti, açıq dənizlərdəki gəmiləri üzərində istisnasız müstəsna yurisdiksiyanı həyata keçirən yeganə dövlətdir."
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2, Müqavilələr müəyyən bir forma almalıdır?," Müqavilələr həmişə bu kimi adlandırılmalı və müəyyən bir forma almalıdır,  Müqavilələr hər hansı bir şəkildə adlandırılmasından asılı olmayaraq, həmişə müəyyən bir forma almalıdır,  Müqavilələr xüsusi bir forma almamalıdır və ya belə adlandırılmamalıdır,  Müqavilələr hansı formada olursa olsun, belə adlandırılmalıdır"
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1, Monist nəzəriyyənin əsas premisi nədir?," Monizm beynəlxalq hüququn daxili qanunlardan üstün olduğunu iddia edir,  Monizm beynəlxalq və daxili hüququn eyni hüquqi sistemin bir hissəsi olduğunu iddia edir,  Monizm daxili qanunların beynəlxalq hüquqa üstün olduğunu iddia edir,  Monizm daxili və beynəlxalq hüququn heç vaxt toqquşmadığını iddia edir"
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1," ""Mədəniyyətli millətlər tərəfindən tanınan hüququn ümumi prinsiplərini"" (Müxtəlif Məhkəmələrin Statutunun 38-ci maddəsi) harada tapırıq?"," Biz yalnız ən sivilizasiya olunmuş millətlərin tanıdığı qanunun əsas prinsiplərini axtarırıq.,  Bütün əsas hüquq sistemlərində ortaq olan müəyyən hüquq prinsiplərini axtarırıq.,  Biz beynəlxalq məhkəmələr və tribunallar tərəfindən tanınan beynəlxalq hüququn ümumi prinsiplərini axtarırıq.,  Biz bütün millətlər tərəfindən tanınan ümumi hüquq prinsiplərini axtarırıq."
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3, Dənizdəki qanunsuz zorakılıq hərəkəti nə vaxt piratlıq kimi qiymətləndirilmir?," Başqa bir dövlətin ictimai gəmisinə qarşı törədildiyi zaman,  ""Şəxsi məqsədlər"" üçün öhdəlik götürüldükdə,  Bir döyüş gəmisi tərəfindən törədilən zaman, hətta onun heyəti üsyan edərək gəminin nəzarətini ələ keçirdikdə,  Başqa bir gəmidə qarşı və ""özəl məqsədlər"" üçün törədilmədikdə"
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1," BMT Nizamnaməsinin 51-ci maddəsində ""silahlı hücum"" nə deməkdir?"," Silahlı hücum bütün silahlı qüvvə növlərini əhatə edir,  Silahlı hücum, silahlı qüvvələrin bütün yüksək intensivlik nümunələrini əhatə edir,  Silahlı hücum terror hücumlarını da əhatə edir,  ""Silahlı hücum"" təcavüzkar dövləti işğal etmək hüququ verir"
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3," Beynəlxalq məsuliyyət hüququ çərçivəsində ""zərər çəkmiş dövlət"" kimdir?"," Bir dövlət beynəlxalq qanunsuz davranışdan zərər çəkdiyi halda ""zararlıdır"",  Bir dövlət beynəlxalq hüququn məcburi bir normasının pozulması hallarında ""zararlıdır"",  Bir dövlət beynəlxalq qanunsuz davranışın mövcudluğunu etiraf edərsə, ""zarar görür"",  Bir dövlət ""zarar"" alıbsa, əgər pozulmuş öhdəlik ona fərdi olaraq və ya bu dövlət də daxil olmaqla bir qrup dövlətə borcludursa və o, xüsusi təsirlənmişdirsə"
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",2, Şəxsi (ratione personae) toxunulmazlıq nədir?," Şəxsi toxunulmazlıq bütün fiziki şəxslərə verilir,  Şəxsi toxunulmazlıq şəxsi səlahiyyətdə verilən və buna görə də dövlətin davranışını əhatə etmir.,  Şəxsi toxunulmazlıq yalnız xüsusi şəxslərə, onların davranışlarının özəl və ya ictimai bir səlahiyyətdə həyata keçirilməsindən asılı olmayaraq verilir.,  Dövlət rəsmilərinə dövlət vəzifəsi ilə bağlı davranışları üçün şəxsi toxunulmazlıq verilir."
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1, Aşağıdakı ifadələrdən hansının BMT-nin İnsan Hüquqları Şurasını ən yaxşı təsvir etdiyi məlumdur?," BMT-nin İnsan Hüquqları Şurasının insan hüquqlarının pozulmasına görə bir dövlətə iqtisadi sanksiyalar tətbiq etmək səlahiyyəti var.,  BMT İnsan Hüquqları Şurası Şuranın üzvü olan dövlətlərin və BMT-nin hər bir üzv dövlətinin insan hüquqları qeydlərini araşdırır.,  BMT-nin İnsan Hüquqları Şurası BMT-nin İqtisadi və Sosial Komitəsinin yerini aldı,  BMT-nin İnsan Hüquqları Şurasına 27 ölkə üzvdür"
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3, Bir ehtiyat nə vaxt müqavilə hüququ çərçivəsində etibarsız hesab olunur?," Tərəf dövlətlərin əksəriyyəti buna etiraz etdikdə, bir ehtiyat etibarsızdır.,  Bir ehtiyat yalnız beynəlxalq tribunal belə deyirsə etibarsızdır,  Bir ehtiyat yalnız beynəlxalq hüququn məcburi bir norması ilə (jus cogens) uyğunsuz olduqda etibarsızdır.,  Bir ehtiyat, müqavilənin obyektinə və məqsədinə uyğun gəlmədiyi təqdirdə qüvvədən düşər."
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0, Sahil dövlətləri qitə şelfləri üzərində hansı hüquqlardan istifadə edirlər?," Sahil dövləti, qitə şelfini araşdırmaq və təbii sərvətlərini istismar etmək üçün ipso facto və ab initio suveren hüquqlara malikdir.,  Sahil dövləti yalnız özünün,  Sahil dövləti balıq ehtiyatlarını istismar etmək məqsədilə qitə şelfində suveren hüquqlarını həyata keçirir,  Sahil dövləti öz qitə şelfində yalnız məhdud hüquqları həyata keçirə bilər və yalnız qonşu dövlətlərin razılığı ilə"
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2, BMT Nizamnaməsinin 103-cü maddəsinin tətbiqi üçün hər hansı bir məhdudiyyət varmı?," Xeyr, 103-cü maddədə heç bir məhdudiyyət yoxdur.,  Bəli, 103-cü maddə çox tərəfli müqavilələrə üstünlük verə bilməz,  Bəli, BMT Nizamnaməsinin 103-cü maddəsi jus cogens normalarını pozmaqla bitmir,  Bəli, bir iş Beynəlxalq Məhkəməyə təqdim edildikdə, 103-cü maddənin heç bir təsiri qalmır"
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2, Ölkələr beynəlxalq hüquqla bağlı öhdəliklərini pozmaq üçün öz milli qanunlarına güvənə bilərlərmi?," Daxili qanunlar beynəlxalq hüquqa qarşı həmişə üstünlük verir,  Yalnız beynəlxalq adət hüququ daxili hüquqa üstünlük verir,  Beynəlxalq hüquqdan irəli gələn öhdəliklər daxili hüquqa üstünlük verir,  Konstitusiya öhdəlikləri həmişə beynəlxalq hüquqdan irəli gələn öhdəliklərə üstünlük verir"
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0, Beynəlxalq təşkilatın gizli səlahiyyətləri nə deməkdir?," Bir təşkilatın ona həvalə edilmiş vəzifələri yerinə yetirməsi üçün lazım olan və nizamnaməsində nəzərdə tutulmayan səlahiyyətlər ifadə olunur.,  Bu, təşkilatın birtərəfli olaraq qəbul etdiyi yeni səlahiyyətlərə aiddir.,  Bu, beynəlxalq birliyin təşkilata verdiyi səlahiyyətlərə aiddir.,  Təsviri səlahiyyətlər, müəyyən edilməsi bir təşkilatın nizamnaməsinin geniş bir şərhindən asılı olan səlahiyyətlərdir."
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",2, 1933-cü il Montevideo Konvensiyasına əsasən dövlətçilik üçün meyarlar hansılardır?," Bu, tələb edir ki, sözügedən qurum təcavüzkar olmasın və sülhsevər,  Bu, digər millətlərin əksəriyyətinin tanınmasını tələb edir.,  Daimi əhali, müəyyən bir ərazi, hökumət və xarici əlaqələrə girmək qabiliyyəti tələb olunur.,  Bu, sabit və həll olunmaz sərhədlər, eləcə də tanınması tələb edir"
